"Date","Price","Open","High","Low","Vol.","Change %"
"04/11/2019","425.00","425.00","425.00","425.00","86.98K","0.47%"
"04/10/2019","423.00","426.00","426.00","420.20","77.48K","-0.47%"
"04/09/2019","425.00","426.00","426.00","425.00","33.72K","-0.23%"
"04/08/2019","426.00","425.00","426.00","425.00","1.24K","0.24%"
"04/05/2019","425.00","425.00","428.90","425.00","30.28K","0.00%"
"04/04/2019","425.00","424.90","425.00","424.90","44.54K","0.00%"
"04/03/2019","425.00","423.00","429.00","422.00","15.69K","0.47%"
"04/02/2019","423.00","425.50","425.50","423.00","7.43K","-0.47%"
"04/01/2019","425.00","422.15","425.05","422.15","13.33K","0.00%"
"03/29/2019","425.00","427.00","427.00","425.00","88.40K","-0.47%"
"03/28/2019","427.00","427.00","427.25","427.00","39.46K","0.11%"
"03/27/2019","426.55","426.00","430.00","425.10","26.71K","0.13%"
"03/26/2019","426.00","425.30","426.00","425.00","52.10K","0.18%"
"03/25/2019","425.25","426.30","429.85","425.00","41.17K","-0.18%"
"03/22/2019","426.00","430.00","431.00","426.00","68.04K","-0.93%"
"03/21/2019","430.00","438.10","438.10","430.00","67.89K","-1.85%"
"03/20/2019","438.10","438.15","440.00","438.10","48.47K","0.00%"
"03/19/2019","438.10","430.00","438.90","430.00","11.59K","1.74%"
"03/18/2019","430.60","431.20","431.20","430.00","8.60K","-0.14%"
"03/15/2019","431.20","426.10","440.00","426.10","98.87K","1.40%"
"03/14/2019","425.25","440.00","440.05","423.55","48.74K","-3.57%"
"03/13/2019","441.00","440.15","442.00","440.00","18.31K","0.19%"
"03/12/2019","440.15","448.90","448.90","440.15","38.56K","-0.47%"
"03/11/2019","442.25","443.35","444.00","442.25","13.29K","-0.19%"
"03/08/2019","443.10","444.00","445.00","443.10","35.14K","-0.31%"
"03/07/2019","444.50","441.30","445.00","441.30","21.94K","0.34%"
"03/06/2019","443.00","446.00","446.00","440.30","6.53K","-1.56%"
"03/05/2019","450.00","450.50","450.50","445.05","5.10K","-0.42%"
"03/04/2019","451.90","445.05","451.90","441.00","7.76K","0.87%"
"03/01/2019","448.00","448.00","448.00","445.00","30.96K","0.00%"
"02/28/2019","448.00","445.10","448.00","445.00","51.03K","-0.22%"
"02/27/2019","449.00","449.05","455.00","449.00","5.76K","-1.97%"
"02/26/2019","458.00","446.00","458.00","446.00","27.07K","2.69%"
"02/25/2019","446.00","448.05","453.15","440.00","12.24K","-1.33%"
"02/22/2019","452.00","451.00","460.00","450.00","85.94K","-0.66%"
"02/21/2019","455.00","452.00","455.00","452.00","4.43K","-0.87%"
"02/20/2019","459.00","460.00","466.00","458.00","70.15K","0.11%"
"02/19/2019","458.50","451.55","460.00","451.55","50.71K","0.74%"
"02/18/2019","455.15","458.00","467.75","455.15","14.63K","-0.62%"
"02/15/2019","458.00","463.00","463.50","458.00","48.01K","-1.08%"
"02/14/2019","463.00","462.00","468.00","462.00","51.86K","0.65%"
"02/13/2019","460.00","453.60","460.00","453.60","34.43K","0.44%"
"02/12/2019","458.00","452.00","458.00","450.10","43.16K","2.07%"
"02/11/2019","448.70","453.00","453.20","448.70","16.36K","0.12%"
"02/08/2019","448.15","448.60","450.00","448.00","21.59K","0.03%"
"02/07/2019","448.00","454.95","454.95","448.00","65.25K","-1.10%"
"02/06/2019","453.00","452.60","455.00","452.50","18.63K","0.09%"
"02/05/2019","452.60","452.70","457.85","452.55","11.94K","0.02%"
"02/04/2019","452.50","455.00","459.30","450.00","17.35K","0.33%"
"02/01/2019","451.00","459.95","460.00","451.00","25.85K","0.00%"
"01/31/2019","451.00","460.00","460.00","451.00","96.92K","-1.96%"
"01/30/2019","460.00","451.25","460.00","451.20","10.23K","1.32%"
"01/29/2019","454.00","454.00","455.00","451.10","23.90K","-0.66%"
"01/28/2019","457.00","458.00","458.00","454.00","7.61K","0.00%"
"01/25/2019","457.00","454.75","459.00","450.00","74.13K","1.56%"
"01/24/2019","450.00","446.10","455.00","446.10","6.30K","0.00%"
"01/23/2019","450.00","440.55","450.00","440.55","19.69K","0.90%"
"01/22/2019","446.00","441.10","446.00","441.00","62.56K","1.25%"
"01/21/2019","440.50","445.00","445.00","440.00","0.16K","0.11%"
"01/18/2019","440.00","442.95","447.95","440.00","26.98K","0.00%"
"01/17/2019","440.00","439.00","440.00","439.00","10.01K","0.23%"
"01/16/2019","439.00","433.55","446.00","433.55","6.85K","0.00%"
"01/15/2019","439.00","431.15","439.00","431.15","10.08K","1.74%"
"01/14/2019","431.50","431.50","431.50","430.00","14.02K","0.00%"
"01/10/2019","431.50","432.00","432.00","430.20","35.80K","0.00%"
"01/09/2019","431.50","431.00","439.00","431.00","1.15K","0.08%"
"01/08/2019","431.15","430.65","431.15","430.00","29.80K","-1.14%"
"01/07/2019","436.10","443.50","443.50","436.00","16.01K","-1.33%"
"01/04/2019","442.00","444.00","448.95","442.00","32.19K","-0.45%"
"01/03/2019","444.00","449.95","449.95","444.00","9.34K","-1.31%"
"01/02/2019","449.90","448.00","449.90","444.00","4.77K","-0.68%"
"12/31/2018","453.00","449.45","453.00","446.00","4.05M","0.67%"
"12/28/2018","450.00","452.50","452.90","445.15","75.40K","-0.01%"
"12/27/2018","450.05","452.90","452.90","448.30","15.66K","0.00%"
"12/26/2018","450.05","450.00","450.05","448.00","1.63M","0.46%"
"12/25/2018","448.00","450.00","459.90","447.00","3.65M","-0.44%"
"12/24/2018","450.00","446.50","450.00","446.50","15.58K","0.00%"
"12/21/2018","450.00","444.05","450.00","444.05","91.17K","1.09%"
"12/20/2018","445.15","445.00","445.15","445.00","21.13K","0.03%"
"12/19/2018","445.00","444.10","445.00","444.10","48.19K","-0.01%"
"12/18/2018","445.05","442.10","445.50","442.10","101.86K","0.01%"
"12/17/2018","445.00","445.00","446.00","445.00","57.05K","0.00%"
"12/14/2018","445.00","447.55","449.95","445.00","15.49K","-1.11%"
"12/13/2018","450.00","447.25","450.00","447.25","17.09K","0.67%"
"12/12/2018","447.00","448.15","453.95","447.00","30.14K","-1.54%"
"12/11/2018","454.00","448.00","454.00","447.90","74.91K","1.45%"
"12/10/2018","447.50","445.10","451.00","445.10","7.49K","0.00%"
"12/07/2018","447.50","452.00","452.30","447.00","52.68K","-0.79%"
"12/06/2018","451.05","455.70","459.00","450.10","30.44K","-1.95%"
"12/05/2018","460.00","460.00","462.00","459.00","15.97K","0.22%"
"12/04/2018","459.00","455.00","460.00","453.00","70.35K","-0.10%"
"12/03/2018","459.45","450.00","459.45","450.00","15.53K","2.79%"
"11/30/2018","447.00","451.00","455.00","447.00","99.26K","0.00%"
"11/29/2018","447.00","454.20","469.00","447.00","126.11K","-1.56%"
"11/28/2018","454.10","449.00","455.00","449.00","29.09K","1.36%"
"11/27/2018","448.00","445.50","449.00","445.50","78.70K","0.00%"
"11/26/2018","448.00","434.00","448.00","434.00","36.54K","0.67%"
"11/23/2018","445.00","443.00","445.00","443.00","7.72K","0.45%"
"11/22/2018","443.00","443.00","444.35","440.55","17.08K","0.00%"
"11/19/2018","443.00","441.00","443.85","440.00","16.66K","0.00%"
"11/16/2018","443.00","440.00","444.00","440.00","29.61K","0.00%"
"11/15/2018","443.00","442.10","446.00","442.10","22.71K","0.23%"
"11/14/2018","442.00","438.00","442.00","438.00","22.26K","0.91%"
"11/13/2018","438.00","435.00","440.00","427.00","4.66K","0.69%"
"11/12/2018","435.00","436.50","450.00","435.00","26.47K","-1.51%"
"11/09/2018","441.65","431.05","441.65","431.05","27.67K","2.00%"
"11/08/2018","433.00","430.00","433.00","430.00","36.49K","1.39%"
"11/07/2018","427.05","420.00","429.65","420.00","27.85K","1.68%"
"11/05/2018","420.00","421.00","432.05","420.00","7.06K","0.00%"
"11/02/2018","420.00","420.00","420.00","417.00","13.85K","0.79%"
"11/01/2018","416.70","425.95","426.00","416.50","38.11K","0.05%"
"10/31/2018","416.50","426.10","426.10","416.50","25.10K","-2.23%"
"10/30/2018","426.00","430.00","430.00","425.10","27.20K","-0.98%"
"10/29/2018","430.20","433.00","433.00","430.00","0.41K","-0.01%"
"10/26/2018","430.25","430.20","434.90","430.15","4.05K","-0.20%"
"10/25/2018","431.10","431.00","431.50","431.00","32.81K","0.02%"
"10/24/2018","431.00","430.00","431.00","430.00","36.78K","-0.67%"
"10/23/2018","433.90","437.00","440.00","430.00","93.66K","-1.83%"
"10/22/2018","442.00","435.00","442.00","435.00","60.43K","1.61%"
"10/19/2018","435.00","435.70","438.50","435.00","26.22K","-1.34%"
"10/18/2018","440.90","440.00","440.90","430.05","5.51K","-0.02%"
"10/17/2018","441.00","440.00","441.00","440.00","0.13K","0.00%"
"10/16/2018","441.00","441.00","442.00","440.05","26.51K","-0.68%"
"10/15/2018","444.00","441.05","444.00","441.00","2.01K","0.68%"
"10/12/2018","441.00","445.00","445.00","441.00","23.99K","0.00%"
"10/11/2018","441.00","441.00","441.00","441.00","1.78K","-0.45%"
"10/10/2018","443.00","449.00","449.00","443.00","4.10K","-1.34%"
"10/09/2018","449.00","443.10","449.00","443.00","21.61K","1.33%"
"10/08/2018","443.10","445.00","445.00","440.00","1.81K","-0.20%"
"10/05/2018","444.00","446.00","446.00","444.00","8.00K","-0.25%"
"10/04/2018","445.10","445.05","449.90","445.00","1.87K","-0.22%"
"10/03/2018","446.10","446.00","446.10","446.00","23.92K","-0.11%"
"10/02/2018","446.60","447.05","447.05","446.50","15.51K","-0.10%"
"10/01/2018","447.05","447.05","448.00","447.05","8.89K","-0.66%"
"09/28/2018","450.00","452.00","452.00","446.05","106.15K","-0.44%"
"09/27/2018","452.00","452.00","459.00","452.00","26.27K","-1.74%"
"09/26/2018","460.00","447.25","460.00","447.25","34.48K","1.21%"
"09/25/2018","454.50","446.20","454.50","446.00","16.06K","1.88%"
"09/24/2018","446.10","447.00","447.00","446.00","10.53K","-1.09%"
"09/21/2018","451.00","450.50","454.00","450.00","41.92K","-0.22%"
"09/20/2018","452.00","450.00","459.50","450.00","92.51K","0.89%"
"09/19/2018","448.00","446.00","448.00","446.00","12.83K","0.07%"
"09/18/2018","447.70","446.00","448.50","446.00","25.98K","0.38%"
"09/17/2018","446.00","445.05","446.00","445.05","4.51K","-0.45%"
"09/14/2018","448.00","446.00","453.00","446.00","49.32K","-0.44%"
"09/13/2018","450.00","443.20","457.95","443.10","12.30K","1.56%"
"09/12/2018","443.10","441.00","444.00","441.00","30.70K","0.67%"
"09/10/2018","440.15","444.00","444.00","440.15","7.29K","-1.75%"
"09/07/2018","448.00","455.00","455.00","448.00","74.62K","-0.88%"
"09/06/2018","452.00","454.95","454.95","451.95","48.91K","-0.63%"
"09/05/2018","454.85","455.05","456.00","454.85","47.91K","-1.12%"
"09/04/2018","460.00","462.00","462.00","455.00","44.43K","-0.43%"
"09/03/2018","462.00","461.00","462.00","461.00","8.02K","-0.22%"
"08/31/2018","463.00","470.00","470.00","463.00","11.08K","-2.11%"
"08/30/2018","473.00","473.00","473.00","469.00","228.01K","0.85%"
"08/29/2018","469.00","469.00","470.00","469.00","13.88K","-0.21%"
"08/28/2018","470.00","470.00","474.00","470.00","16.12K","-0.84%"
"08/27/2018","474.00","473.90","474.00","473.90","17.24K","0.00%"
"08/24/2018","474.00","470.00","474.00","470.00","4.64K","0.21%"
"08/17/2018","473.00","467.15","473.00","467.15","5.17K","0.62%"
"08/16/2018","470.10","470.00","470.10","467.00","15.88K","0.02%"
"08/15/2018","470.00","465.70","470.00","465.70","6.69K","0.00%"
"08/13/2018","470.00","470.05","470.05","465.00","6.50K","-1.03%"
"08/10/2018","474.90","475.00","475.00","470.00","37.69K","1.04%"
"08/09/2018","470.00","468.00","470.00","465.00","3.28K","0.00%"
"08/08/2018","470.00","470.00","475.00","464.00","12.79K","0.43%"
"08/07/2018","468.00","465.00","468.00","465.00","18.68K","0.65%"
"08/06/2018","465.00","466.00","469.00","461.00","10.20K","-0.85%"
"08/03/2018","469.00","467.00","472.00","467.00","45.04K","0.00%"
"08/02/2018","469.00","469.00","469.00","468.95","44.97K","0.21%"
"08/01/2018","468.00","470.00","473.00","468.00","55.33K","-1.06%"
"07/31/2018","473.00","478.00","478.00","473.00","46.69K","-1.36%"
"07/27/2018","479.50","478.80","480.00","476.00","45.50K","0.55%"
"07/26/2018","476.90","469.80","476.90","465.00","13.25K","1.70%"
"07/25/2018","468.95","470.00","470.00","465.00","21.80K","0.81%"
"07/24/2018","465.20","464.50","470.05","464.00","34.74K","0.26%"
"07/23/2018","464.00","466.00","479.00","460.00","1.44K","0.87%"
"07/20/2018","460.00","453.00","460.00","453.00","17.16K","1.77%"
"07/19/2018","452.00","446.10","458.50","445.50","12.20K","1.33%"
"07/18/2018","446.05","442.00","453.00","442.00","63.45K","-1.53%"
"07/17/2018","453.00","456.50","456.50","451.00","14.80K","-0.66%"
"07/16/2018","456.00","468.80","468.80","456.00","4.60K","-0.86%"
"07/13/2018","459.95","460.10","464.80","459.95","79.90K","-0.43%"
"07/12/2018","461.95","462.50","465.00","460.10","19.88K","-0.02%"
"07/11/2018","462.05","467.70","475.00","462.05","35.40K","-1.69%"
"07/10/2018","470.00","479.60","479.60","470.00","0.06K","0.64%"
"07/09/2018","467.00","474.50","474.50","465.00","17.80K","-1.66%"
"07/06/2018","474.90","464.50","474.90","464.00","6.24K","2.57%"
"07/05/2018","463.00","476.85","476.85","463.00","2.63K","0.00%"
"07/04/2018","463.00","463.00","463.00","463.00","22.84K","0.18%"
"07/03/2018","462.15","469.00","472.00","462.15","46.85K","-1.46%"
"07/02/2018","469.00","479.60","479.60","469.00","2.51K","-0.21%"
"06/29/2018","470.00","474.90","475.00","470.00","77.96K","-1.05%"
"06/28/2018","475.00","475.00","475.00","470.00","1.83M","0.00%"
"06/27/2018","475.00","475.00","479.00","472.00","27.20K","0.00%"
"06/26/2018","475.00","472.00","476.00","472.00","71.16K","-0.92%"
"06/25/2018","479.40","475.00","479.40","471.10","38.31K","-0.10%"
"06/22/2018","479.90","469.00","479.90","469.00","2.52K","1.85%"
"06/21/2018","471.20","466.00","476.85","466.00","211.56K","-4.23%"
"06/20/2018","492.00","489.00","492.00","488.10","236.94K","0.55%"
"06/19/2018","489.30","489.00","492.00","487.50","47.14K","0.53%"
"06/18/2018","486.70","490.10","491.00","486.10","25.23K","-0.69%"
"06/14/2018","490.10","492.00","492.00","489.90","28.23K","0.00%"
"06/13/2018","490.10","492.10","494.95","490.00","7.39K","-0.45%"
"06/12/2018","492.30","495.00","497.00","492.30","29.48K","-0.55%"
"06/11/2018","495.00","495.00","497.00","492.50","58.33K","0.00%"
"06/08/2018","495.00","485.10","497.00","485.10","71.23K","-0.40%"
"06/07/2018","497.00","485.05","497.00","485.00","8.05K","2.46%"
"06/06/2018","485.05","483.95","485.05","483.10","4.04K","0.40%"
"06/05/2018","483.10","485.00","485.00","483.10","10.76K","0.00%"
"06/04/2018","483.10","487.00","488.50","483.10","15.77K","-0.49%"
"06/01/2018","485.50","483.00","489.00","483.00","48.38K","0.09%"
"05/31/2018","485.05","481.70","485.05","481.60","34.03K","0.83%"
"05/30/2018","481.05","481.00","481.05","481.00","18.14K","0.45%"
"05/29/2018","478.90","477.20","478.90","477.15","9.27K","0.37%"
"05/28/2018","477.15","476.05","477.15","476.05","44.14K","-2.18%"
"05/25/2018","487.80","478.90","487.80","475.60","54.59K","2.26%"
"05/24/2018","477.00","478.00","483.70","476.00","14.08K","0.00%"
"05/23/2018","477.00","483.90","483.90","477.00","15.67K","-0.21%"
"05/22/2018","478.00","479.05","480.00","478.00","14.38K","-0.01%"
"05/21/2018","478.05","481.00","481.00","478.05","56.28K","-0.41%"
"05/18/2018","480.00","485.00","485.00","480.00","41.12K","-0.62%"
"05/17/2018","483.00","482.60","486.00","482.00","31.00K","-0.62%"
"05/16/2018","486.00","488.05","488.05","485.00","40.02K","-0.61%"
"05/15/2018","489.00","491.00","491.00","489.00","12.69K","-0.41%"
"05/14/2018","491.00","494.00","494.00","491.00","3.55K","-0.54%"
"05/11/2018","493.65","496.00","496.00","493.65","25.56K","-0.49%"
"05/10/2018","496.10","497.10","498.00","496.10","3.38K","-0.38%"
"05/09/2018","498.00","497.00","500.00","497.00","7.92K","0.17%"
"05/08/2018","497.15","498.00","500.00","497.15","5.58K","-0.57%"
"05/07/2018","500.00","497.10","507.70","497.10","10.42K","-0.97%"
"05/04/2018","504.90","504.90","504.90","504.90","1.00K","0.86%"
"05/03/2018","500.60","509.00","509.00","500.00","5.23K","0.00%"
"05/02/2018","500.60","505.00","505.00","500.60","6.98K","-1.82%"
"04/30/2018","509.90","505.00","509.90","500.00","41.32K","0.97%"
"04/27/2018","505.00","500.00","505.00","500.00","11.54K","1.00%"
"04/26/2018","500.00","500.10","500.10","500.00","8.76K","-0.02%"
"04/25/2018","500.10","497.00","504.90","497.00","8.04K","0.02%"
"04/24/2018","500.00","504.90","504.90","500.00","7.92K","-0.97%"
"04/23/2018","504.90","498.05","505.00","498.05","7.37K","0.06%"
"04/20/2018","504.60","496.10","505.00","496.10","13.40K","0.92%"
"04/19/2018","500.00","497.00","500.00","496.05","5.08K","0.81%"
"04/18/2018","496.00","494.50","498.00","494.50","3.51K","0.26%"
"04/17/2018","494.70","494.00","496.50","494.00","4.27K","0.14%"
"04/16/2018","494.00","494.00","498.00","494.00","56.19K","-0.80%"
"04/13/2018","498.00","492.30","498.00","492.30","26.19K","1.01%"
"04/12/2018","493.00","492.15","493.95","492.15","8.50K","0.16%"
"04/11/2018","492.20","492.05","492.20","492.05","20.25K","0.03%"
"04/10/2018","492.05","493.00","493.00","490.00","10.97K","0.01%"
"04/09/2018","492.00","492.00","492.10","492.00","11.19K","-0.20%"
"04/06/2018","493.00","492.25","493.00","492.25","78.35K","-0.20%"
"04/05/2018","494.00","493.00","494.00","492.30","68.41K","0.00%"
"04/04/2018","494.00","491.50","496.00","491.50","134.46K","-0.03%"
"04/03/2018","494.15","493.50","496.50","493.50","35.11K","0.13%"
"04/02/2018","493.50","499.95","500.00","493.50","51.90K","-1.30%"
"03/30/2018","500.00","499.95","500.00","491.70","38.94K","1.83%"
"03/29/2018","491.00","499.10","500.00","491.00","13.91K","-1.60%"
"03/28/2018","499.00","500.00","500.00","499.00","16.00K","-0.20%"
"03/27/2018","500.00","508.80","508.80","500.00","359.03K","0.00%"
"03/26/2018","500.00","500.00","500.00","500.00","22.82K","0.00%"
"03/23/2018","500.00","500.00","504.00","500.00","26.68K","0.00%"
"03/22/2018","500.00","499.95","500.00","499.95","9.14K","0.00%"
"03/21/2018","500.00","505.00","507.00","500.00","78.81K","-1.56%"
"03/20/2018","507.90","509.00","509.00","507.90","24.45K","-0.22%"
"03/19/2018","509.00","509.50","509.50","509.00","47.45K","0.00%"
"03/16/2018","509.00","510.00","510.00","508.50","19.91K","-0.20%"
"03/15/2018","510.00","509.50","510.00","509.50","4.50K","0.00%"
"03/14/2018","510.00","510.00","511.90","509.90","23.75K","0.00%"
"03/13/2018","510.00","510.10","513.60","509.00","26.01K","-0.70%"
"03/12/2018","513.60","511.00","513.60","511.00","6.51K","0.31%"
"03/09/2018","512.00","512.00","512.80","511.00","47.08K","0.02%"
"03/08/2018","511.90","510.00","511.90","509.00","82.82K","0.37%"
"03/07/2018","510.00","512.00","512.00","508.60","41.48K","-0.27%"
"03/06/2018","511.40","510.00","512.00","510.00","46.53K","-0.12%"
"03/05/2018","512.00","511.00","512.00","509.00","20.54K","0.51%"
"03/02/2018","509.40","509.90","510.00","509.40","58.90K","-0.08%"
"03/01/2018","509.80","506.20","509.90","506.20","14.71K","0.39%"
"02/28/2018","507.80","508.00","513.70","507.80","113.22K","0.00%"
"02/27/2018","507.80","503.00","510.00","502.00","19.30K","0.69%"
"02/26/2018","504.30","515.00","518.90","502.00","55.04K","-1.89%"
"02/23/2018","514.00","508.00","515.00","508.00","62.96K","1.18%"
"02/22/2018","508.00","503.70","508.00","503.00","79.89K","0.85%"
"02/21/2018","503.70","503.00","503.70","500.10","4.63K","0.74%"
"02/20/2018","500.00","502.00","504.00","500.00","29.96K","-0.40%"
"02/19/2018","502.00","502.00","502.00","501.10","10.23K","0.20%"
"02/16/2018","501.00","497.15","506.00","496.05","27.15K","0.78%"
"02/15/2018","497.10","495.00","502.00","495.00","16.84K","0.42%"
"02/14/2018","495.00","495.10","496.50","495.00","15.23K","-1.77%"
"02/13/2018","503.90","491.00","503.90","490.55","32.58K","2.84%"
"02/12/2018","490.00","492.50","492.50","490.00","45.61K","-0.51%"
"02/09/2018","492.50","497.90","497.90","490.15","34.90K","-0.51%"
"02/08/2018","495.00","488.70","495.00","488.65","18.69K","1.43%"
"02/07/2018","488.00","498.00","498.00","488.00","39.19K","-2.01%"
"02/06/2018","498.00","500.00","500.00","498.00","23.42K","-0.40%"
"02/05/2018","500.00","500.00","503.00","500.00","19.00K","-0.50%"
"02/02/2018","502.50","500.50","505.00","500.50","47.13K","0.42%"
"02/01/2018","500.40","500.00","505.00","497.15","34.53K","0.08%"
"01/31/2018","500.00","501.10","506.90","500.00","88.92K","-1.52%"
"01/30/2018","507.70","504.00","507.70","501.00","37.64K","0.81%"
"01/29/2018","503.60","505.00","505.50","502.10","25.23K","-0.85%"
"01/26/2018","507.90","505.30","507.90","502.10","49.29K","-0.27%"
"01/25/2018","509.30","504.90","509.70","504.90","35.32K","1.66%"
"01/24/2018","501.00","500.00","505.00","500.00","46.03K","0.20%"
"01/23/2018","500.00","500.00","500.00","498.05","24.30K","-0.99%"
"01/22/2018","505.00","501.00","505.00","500.00","20.53K","1.00%"
"01/19/2018","500.00","499.00","502.00","498.05","42.27K","0.00%"
"01/18/2018","500.00","500.00","502.00","500.00","37.04K","0.00%"
"01/17/2018","500.00","498.00","503.00","498.00","90.77K","0.00%"
"01/16/2018","500.00","503.00","509.00","500.00","146.39K","-1.57%"
"01/15/2018","508.00","501.10","512.00","501.10","137.81K","1.58%"
"01/12/2018","500.10","500.00","504.00","500.00","35.57K","0.02%"